Name,Location,Level
Farfetch'd,Sandgem Town,7
Kakuna,Geosenge Town,63
Rhyhorn,Cinnabar Island,96
Horsea,Celestic Town,63
Golem,Floaroma Town,31
Nidoqueen,Eterna City,12
Hypno,Camphrier Town,46
Rhyhorn,Violet City,94
Fearow,Lacunosa Town,7
Persian,Nuvema Town,21
Geodude,Petalburg City,56
Pidgey,Vermilion City,21
Kabutops,Aquacorde Town,92
Vulpix,Nimbasa City,69
Jynx,Aspertia City,5
Farfetch'd,Lumiose City,8
Jolteon,Five Island,94
Sandshrew,Lavaridge Town,92
Kangaskhan,Lavaridge Town,52
Caterpie,Opelucid City,74
Primeape,Two Island,28
Kabuto,Icirrus City,92
Kangaskhan,Lavaridge Town,58
Mewtwo,Ever Grande City,63
Diglett,Floaroma Town,46
Beedrill,Celestic Town,75
Drowzee,Resort Area,18
Magmar,Ever Grande City,70
Victreebel,Survival Area,6
Graveler,Twinleaf Town,10
Persian,Three Island,61
Victreebel,Snowbelle City,13
Tentacruel,Driftveil City,30
Mewtwo,Nacrene City,31
Dewgong,Fuchsia City,17
Weezing,Lentimas Town,93
Staryu,Aquacorde Town,47
Ditto,Oreburgh City,31
Kabutops,Cyllage City,27
Wigglytuff,Fight Area,54
Kakuna,Mahogany Town,10
Nidoqueen,Slateport City,66
Kakuna,Opelucid City,60
Shellder,Undella Town,63
Aerodactyl,Santalune City,23
Machop,Mauville City,3
Muk,Jubilife City,53
Squirtle,Ever Grande City,60
Alakazam,Celestic Town,44
Poliwrath,Viridian City,85
Ponyta,Geosenge Town,30
Chansey,Fight Area,6
Wigglytuff,Veilstone City,92
Gastly,Lacunosa Town,33
Sandslash,Lilycove City,81
Kakuna,Couriway Town,26
Victreebel,Lavaridge Town,65
Horsea,Anville Town,86
Charmeleon,Mistralton City,84
Zapdos,Accumula Town,38
Clefable,Solaceon Town,5
Growlithe,Blackthorn City,88
Blastoise,Pallet Town,95
Pidgeotto,Solaceon Town,90
Nidoqueen,Geosenge Town,51
Charmander,Mossdeep City,78
Exeggutor,Pallet Town,72
Ivysaur,Nuvema Town,77
Dodrio,Verdanturf Town,79
Geodude,Nimbasa City,8
Charmeleon,Fallarbor Town,13
Weepinbell,Jubilife City,87
Spearow,Black City,63
Eevee,Nuvema Town,54
Nidoqueen,Mossdeep City,37
Ivysaur,Lentimas Town,27
Growlithe,Frontier Access,41
Dratini,Survival Area,38
Raticate,Dendemille Town,21
Pidgeotto,Aquacorde Town,22
Graveler,Mistralton City,95
Sandslash,Mauville City,50
Gloom,Cherrygrove City,30
Arbok,Aspertia City,78
Chansey,Hearthome City,87
Kingler,Snowpoint City,61
Dugtrio,Laverre City,62
Magnemite,Lentimas Town,23
Growlithe,Blackthorn City,83
Dragonair,Eterna City,13
Machoke,Nacrene City,49
Hypno,Nacrene City,53
Goldeen,Floccesy Town,34
Scyther,New Bark Town,49
Goldeen,Mossdeep City,56
Pidgeot,Pastoria City,84
Porygon,Cyllage City,73
Vaporeon,nil,75
Ninetales,Pewter City,27
Haunter,Two Island,71
Victreebel,Undella Town,79
Haunter,Six Island,36
Porygon,Dewford Town,60
Kangaskhan,Ambrette Town,80
Nidoking,Cerulean City,34
Weepinbell,Verdanturf Town,52
Arbok,Violet City,70
Geodude,Cerulean City,37
Bellsprout,Oreburgh City,22
Hitmonchan,One Island,69
Tauros,Six Island,19
Slowbro,Coumarine City,17
Venonat,Canalave City,4
Lickitung,Opelucid City,12
Oddish,Cherrygrove City,33
Shellder,Eterna City,26
Hypno,Hearthome City,88
Clefairy,Pallet Town,14
Seel,Four Island,33
Golem,Fuchsia City,22
Poliwrath,Goldenrod City,75
Marowak,Fight Area,56
Rattata,Sootopolis City,5
Poliwrath,Lacunosa Town,71
Arbok,One Island,4
Persian,Survival Area,50
Dodrio,New Bark Town,83
Tauros,Accumula Town,71
Eevee,Verdanturf Town,71
Graveler,Humilau City,71
Pidgeotto,Cerulean City,23
Slowpoke,Mistralton City,92
Pidgeot,Safari Zone Gate,19
Wartortle,Coumarine City,62
Gyarados,Veilstone City,43
Abra,Viridian City,16
Articuno,Sunyshore City,81
Goldeen,Pacifidlog Town,7
Persian,Goldenrod City,40
Abra,Mauville City,93
Oddish,Mossdeep City,37
Tentacruel,Virbank City,80
Pidgeot,Canalave City,87
Primeape,Blackthorn City,62
Tauros,Celadon City,71
Wartortle,Pastoria City,93
Horsea,Kiloude City,67
Nidorino,Veilstone City,52
Dratini,Oreburgh City,92
Scyther,Viridian City,40
Vaporeon,Shalour City,24
Machoke,Celadon City,1
Nidoqueen,Driftveil City,15
Mr.,Anistar City,76
Persian,Seven Island,74
Ninetales,Fight Area,51
Parasect,Twinleaf Town,97
Poliwag,Anville Town,18
Clefairy,Olivine City,2
Bulbasaur,Anistar City,78
Victreebel,Rustboro City,71
Onix,Driftveil City,13
Krabby,Vaniville Town,74
Geodude,Geosenge Town,12
Slowbro,Snowpoint City,82
Nidoqueen,Lavender Town,17
Ivysaur,Viridian City,72
Weedle,Lentimas Town,5
Spearow,Rustboro City,89
Raichu,Blackthorn City,47
Pikachu,Opelucid City,40
Paras,Anville Town,96
Dugtrio,Cherrygrove City,78
Kabuto,Mistralton City,87
Charizard,Celadon City,19
Mr.,Saffron City,12
Blastoise,Sandgem Town,20
Mewtwo,Snowbelle City,94
Kingler,Pewter City,38
Poliwag,nil,43
Ditto,Fallarbor Town,7
Onix,Veilstone City,39
Farfetch'd,Five Island,36
Psyduck,Lilycove City,46
Aerodactyl,Sunyshore City,5
Dewgong,Violet City,49
Moltres,Twinleaf Town,37
Dragonair,Celadon City,94
Grimer,Saffron City,76
Cloyster,Nimbasa City,63
Raticate,Two Island,87
Nidoqueen,Saffron City,26
Meowth,Resort Area,43
Gastly,Santalune City,95
Voltorb,Jubilife City,92
Blastoise,Veilstone City,5
Psyduck,Anistar City,67
Golem,Floccesy Town,30
Vileplume,Oldale Town,77
Tauros,Littleroot Town,24
Nidoqueen,Hearthome City,62
Kabuto,Accumula Town,97
Grimer,Oldale Town,69
Magmar,Pastoria City,84
Nidoran,Hearthome City,52
Rattata,Kiloude City,79
Kangaskhan,Striaton City,34
Scyther,Fallarbor Town,60
Blastoise,Blackthorn City,57
Bellsprout,Ecruteak City,39
Zapdos,Cianwood City,63
Electabuzz,Sootopolis City,21
Electabuzz,Floaroma Town,96
Drowzee,Pewter City,5
Persian,Pacifidlog Town,37
Magmar,Virbank City,92
Kangaskhan,Lilycove City,43
Marowak,Icirrus City,55
Articuno,White Forest,40
Nidoqueen,Veilstone City,79
Golduck,Castelia City,26
Jigglypuff,Black City,90
Poliwhirl,Cherrygrove City,26
Ivysaur,Cianwood City,12
Cubone,Saffron City,89
Sandslash,Azalea Town,93
Blastoise,Saffron City,83
Nidoqueen,Cinnabar Island,8
Sandslash,Solaceon Town,71
Nidorino,Solaceon Town,67
Squirtle,Nimbasa City,60
Gengar,Snowbelle City,82
Weepinbell,Geosenge Town,3
Meowth,Fallarbor Town,64
Muk,Saffron City,69
Growlithe,Oreburgh City,77
Magmar,Opelucid City,46
Scyther,Aquacorde Town,16
Diglett,Kiloude City,67
Gyarados,Resort Area,81
Metapod,Twinleaf Town,2
Starmie,Snowpoint City,90
Seadra,Mossdeep City,29
Lapras,Sandgem Town,13
Sandshrew,Ecruteak City,28
Ekans,Petalburg City,1
Kabutops,Laverre City,99
Jynx,Petalburg City,6
Magneton,Anistar City,15
Meowth,Saffron City,22
Weepinbell,Virbank City,34
Dodrio,Vaniville Town,66
Golem,Aspertia City,67
Victreebel,Mahogany Town,33
Flareon,One Island,32
Porygon,Lentimas Town,24
Slowpoke,Fallarbor Town,10
Machoke,Veilstone City,69
Arcanine,Azalea Town,38
Nidoqueen,Floaroma Town,63
Persian,Fight Area,50
Metapod,Mistralton City,96
Lickitung,Cinnabar Island,39
Gastly,Cerulean City,58
Caterpie,Five Island,89
Tentacool,Dewford Town,28
Haunter,Opelucid City,22
Geodude,Anistar City,6
Cloyster,Petalburg City,49
Electrode,Vermilion City,75
Venonat,Violet City,66
Kabutops,Cianwood City,11
Hitmonchan,Mahogany Town,54
Golem,Solaceon Town,85
Kakuna,New Bark Town,88
Pidgey,Couriway Town,32
Dugtrio,Dewford Town,59
Cloyster,Rustboro City,66
Caterpie,Camphrier Town,27
Sandshrew,Icirrus City,34
Slowpoke,Goldenrod City,44
Raichu,Oreburgh City,98
Bulbasaur,Petalburg City,95
Tangela,Coumarine City,92
Pidgeot,Castelia City,79
Mewtwo,Celestic Town,29
Zubat,Coumarine City,50
Nidorino,Coumarine City,54
Arcanine,Mossdeep City,83
Jolteon,Pallet Town,79
Ponyta,Sootopolis City,87
Gloom,Floccesy Town,90
Magnemite,Celestic Town,65
Charmeleon,Cerulean City,88
Snorlax,Mahogany Town,64
Onix,Fuchsia City,8
Nidorino,Solaceon Town,32
Omanyte,Jubilife City,31
Magmar,Petalburg City,44
Ivysaur,Celadon City,82
Nidoran,Four Island,92
Spearow,Dewford Town,72
Raichu,Slateport City,66
Psyduck,Virbank City,98
Dratini,Snowpoint City,16
Hitmonchan,Mossdeep City,50
Metapod,Geosenge Town,27
Ekans,Ecruteak City,5
Jynx,Anville Town,24
Psyduck,Virbank City,65
Abra,Dewford Town,27
Horsea,Lavender Town,81
Chansey,Snowpoint City,13
Jynx,Pallet Town,31
Raichu,Pastoria City,32
Electabuzz,Frontier Access,8
Wartortle,Geosenge Town,22
Rattata,Undella Town,21
Geodude,Jubilife City,98
Pidgeotto,Couriway Town,86
Eevee,Veilstone City,40
Golbat,Aspertia City,76
Golduck,Sandgem Town,49
Ninetales,Lilycove City,61
Krabby,Shalour City,20
Jolteon,Violet City,84
Meowth,Petalburg City,58
Horsea,Sunyshore City,21
Lickitung,Celestic Town,68
Arcanine,Two Island,57
Doduo,Coumarine City,69
Nidoking,Fallarbor Town,24
Nidoran,Survival Area,17
Caterpie,Ambrette Town,65
Gloom,Sunyshore City,80
Spearow,Ambrette Town,21
Starmie,Celadon City,73
Nidorina,Floaroma Town,51
Kangaskhan,Saffron City,99
Arbok,Twinleaf Town,72
Golem,Dewford Town,53
Seaking,Cianwood City,24
Rhyhorn,Snowpoint City,76
Persian,Humilau City,99
Horsea,Icirrus City,90
Growlithe,Couriway Town,87
Growlithe,Sandgem Town,95
Kadabra,Seven Island,99
Clefairy,Snowbelle City,92
Nidoran,Dendemille Town,12
Magneton,Violet City,87
Vulpix,Slateport City,42
Dratini,Lacunosa Town,80
Moltres,Undella Town,38
Spearow,Olivine City,79
Kadabra,Lentimas Town,11
Rhyhorn,Couriway Town,89
Arbok,Eterna City,40
Machamp,Twinleaf Town,40
Magneton,Safari Zone Gate,18
Rattata,Nimbasa City,17
Muk,Lumiose City,24
Meowth,Fallarbor Town,17
Farfetch'd,Celadon City,39
Tangela,Cherrygrove City,45
Metapod,Virbank City,73
Seadra,Goldenrod City,10
Ninetales,Snowpoint City,34
Charmander,Santalune City,8
Poliwag,Accumula Town,45
Kangaskhan,Cinnabar Island,12
Electabuzz,Petalburg City,41
Tangela,Five Island,84
Shellder,Celadon City,98
Oddish,Goldenrod City,49
Ekans,Hearthome City,77
Mewtwo,Sootopolis City,82
Muk,Lentimas Town,79
Meowth,Fuchsia City,80
Meowth,Aquacorde Town,78
Muk,Ambrette Town,62
Ponyta,Sunyshore City,30
Gloom,Mauville City,78
Tangela,Violet City,5
Diglett,Aspertia City,6
Rapidash,Mahogany Town,64
Oddish,Viridian City,4
Mankey,Five Island,74
Slowbro,Virbank City,48
Geodude,Frontier Access,68
Marowak,Jubilife City,83
Nidoran,Snowpoint City,26
Spearow,Seven Island,30
Jynx,Snowpoint City,34
Kakuna,Cinnabar Island,48
Flareon,Slateport City,61
Rapidash,Oldale Town,7
Primeape,Three Island,78
Mewtwo,Lumiose City,42
Rhydon,Cherrygrove City,28
Fearow,Snowpoint City,99
Grimer,Shalour City,28
Voltorb,Fortree City,37
Meowth,Lumiose City,98
Persian,Celadon City,56
Tangela,Floaroma Town,25
Dodrio,Olivine City,85
Butterfree,White Forest,4
Dewgong,Lacunosa Town,69
Starmie,Virbank City,65
Victreebel,Geosenge Town,77
Weepinbell,Jubilife City,4
Weedle,Anville Town,92
Wigglytuff,Nacrene City,10
Rhydon,Couriway Town,20
Paras,Vermilion City,46
Electrode,Couriway Town,54
Weepinbell,Violet City,49
Rapidash,Five Island,28
Haunter,Camphrier Town,94
Venusaur,Humilau City,78
Electrode,Black City,39
Vaporeon,Kiloude City,29
Oddish,Pacifidlog Town,2
Moltres,Cianwood City,97
Grimer,Solaceon Town,49
Eevee,One Island,77
Omastar,Celadon City,39
Seaking,Mahogany Town,39
Ekans,Nacrene City,99
Venonat,Rustboro City,28
Vileplume,Aquacorde Town,56
Meowth,Celadon City,48
Seaking,Lumiose City,15
Golbat,Humilau City,52
Poliwhirl,Sunyshore City,39
Ditto,Snowbelle City,28
Seaking,Striaton City,67
Horsea,Rustboro City,34
Dragonair,Dendemille Town,72
Pikachu,Oldale Town,16
Graveler,Dewford Town,39
Machoke,Lavaridge Town,79
Flareon,Oldale Town,10
Koffing,Vermilion City,9
Vaporeon,Mahogany Town,36
Gyarados,Vermilion City,18
Oddish,Littleroot Town,65
Vileplume,Pastoria City,36
Gloom,Celestic Town,34
Sandshrew,Aspertia City,28
Gloom,Castelia City,99
Wartortle,Mistralton City,50
Shellder,Seven Island,1
Sandshrew,Lavaridge Town,64
Muk,Pacifidlog Town,69
Poliwhirl,Violet City,71
Nidorino,Kiloude City,53
Oddish,Vermilion City,99
Squirtle,Striaton City,20
Seadra,Virbank City,63
Jolteon,Cyllage City,2
Seadra,Anistar City,82
Cubone,Littleroot Town,5
Meowth,Ever Grande City,96
Nidoran,Fight Area,86
Pikachu,Seven Island,38
Wartortle,Black City,76
Staryu,Lavender Town,43
Golbat,Humilau City,50
Clefairy,Canalave City,82
Lickitung,Saffron City,40
Kadabra,Castelia City,51
Sandslash,Laverre City,85
Persian,Driftveil City,67
Omastar,Fuchsia City,9
Bellsprout,Six Island,26
Exeggcute,Santalune City,4
Charmander,Sunyshore City,96
Krabby,Undella Town,59
Jigglypuff,Rustboro City,73
Omastar,Nuvema Town,11
Pidgey,Lavender Town,24
Psyduck,Floccesy Town,35
Dugtrio,Dewford Town,25
Poliwag,Celestic Town,44
Bellsprout,Lilycove City,48
Ninetales,Lumiose City,64
Mr.,Fallarbor Town,42
Omanyte,Lavender Town,15
Growlithe,Slateport City,83
Nidorino,Ambrette Town,29
Pinsir,Ecruteak City,80
Nidorino,Vaniville Town,41
Bulbasaur,Verdanturf Town,8
Poliwhirl,nil,19
Raichu,Goldenrod City,53
Raichu,Laverre City,98
Meowth,Cyllage City,29
Mr.,Resort Area,50
Charmeleon,Sunyshore City,21
Jynx,Sootopolis City,53
Psyduck,Six Island,22
Ivysaur,Pallet Town,30
Mankey,Laverre City,25
Nidoran,Laverre City,39
Tentacool,Dewford Town,52
Zubat,Anville Town,36
Jigglypuff,Pastoria City,30
Haunter,Resort Area,98
Mankey,Slateport City,89
Snorlax,Fallarbor Town,17
Hitmonlee,nil,74
Hypno,Oreburgh City,73
Weezing,Saffron City,32
Ditto,Seven Island,31
Raichu,Camphrier Town,76
Raticate,Shalour City,59
Arcanine,Three Island,36
Pidgey,Pastoria City,66
Poliwhirl,Mistralton City,25
Seaking,Floaroma Town,4
Eevee,Jubilife City,68
Metapod,Mossdeep City,43
Vulpix,Azalea Town,11
Goldeen,Seven Island,61
Raticate,Lilycove City,12
Gyarados,Undella Town,89
Dragonite,New Bark Town,96
Cloyster,Castelia City,52
Gloom,Pacifidlog Town,80
Blastoise,Mistralton City,2
Aerodactyl,Two Island,49
Slowpoke,Vermilion City,48
Tangela,Twinleaf Town,97
Nidoking,Survival Area,86
Machamp,Survival Area,13
Goldeen,Lentimas Town,43
Goldeen,One Island,32
Fearow,Fortree City,36
Hitmonlee,Dendemille Town,66
Voltorb,Dewford Town,30
Seadra,Cianwood City,58
Seaking,Icirrus City,53
Gastly,Azalea Town,7
Venonat,Survival Area,55
Machoke,Castelia City,86
Onix,Solaceon Town,95
Rhydon,Vaniville Town,97
Parasect,Undella Town,66
Graveler,Accumula Town,47
Mewtwo,Laverre City,93
Vulpix,Four Island,19
Tentacruel,Snowbelle City,39
Jynx,Ever Grande City,54
Ponyta,Verdanturf Town,2
Wigglytuff,Fight Area,98
Psyduck,Lavender Town,21
Drowzee,Seven Island,51
Meowth,Floaroma Town,31
Ditto,Opelucid City,60
Rattata,Virbank City,19
Snorlax,Rustboro City,50
Pidgeotto,Safari Zone Gate,55
Victreebel,Jubilife City,26
Spearow,Lavender Town,90
Nidoran,Hearthome City,50
Omanyte,Santalune City,27
Dodrio,Lumiose City,53
Slowbro,Snowbelle City,76
Dratini,Nacrene City,38
Graveler,Laverre City,94
Sandshrew,Pastoria City,56
Staryu,Aquacorde Town,73
Magikarp,Ambrette Town,81
Farfetch'd,Vaniville Town,99
Ninetales,Jubilife City,81
Geodude,Celestic Town,83
Shellder,Lavaridge Town,82
Psyduck,Aspertia City,32
Lickitung,Santalune City,43
Farfetch'd,Frontier Access,2
Ninetales,Floaroma Town,66
Mewtwo,Opelucid City,91
Nidoking,Lumiose City,75
Golem,Oreburgh City,10
Vulpix,Anville Town,54
Tauros,Cianwood City,6
Wartortle,Fight Area,16
Horsea,Slateport City,96
Clefairy,Lavender Town,60
Nidorina,Lavaridge Town,33
Squirtle,Laverre City,2
Parasect,Opelucid City,90
Clefable,Humilau City,48
Vaporeon,Opelucid City,66
Spearow,Lilycove City,36
Electabuzz,Four Island,78
Hypno,Mistralton City,28
Mankey,Verdanturf Town,94
Electrode,Geosenge Town,76
Pidgeot,Vermilion City,47
Clefable,Littleroot Town,83
Machoke,Castelia City,57
Hitmonchan,Survival Area,56
Magmar,Cyllage City,18
Dragonair,Vaniville Town,82
Tangela,Safari Zone Gate,6
Pikachu,Olivine City,96
Clefable,Dendemille Town,81
Magmar,Pewter City,29
Magneton,Snowbelle City,38
Jynx,Virbank City,7
Golduck,Hearthome City,14
Mankey,Shalour City,71
Metapod,Olivine City,4
Zapdos,Camphrier Town,52
Nidoqueen,Lavaridge Town,49
Electabuzz,Snowpoint City,73
Magmar,Laverre City,33
Pikachu,Anville Town,36
Growlithe,Littleroot Town,8
Omastar,Humilau City,60
Metapod,Petalburg City,11
Muk,Santalune City,62
Venusaur,Lumiose City,28
Vaporeon,Lentimas Town,50
Parasect,Canalave City,10
Kabutops,Lavaridge Town,25
Venonat,Kiloude City,35
Slowbro,Blackthorn City,41
Machoke,Veilstone City,30
Tentacruel,Vaniville Town,84
Krabby,Santalune City,63
Kangaskhan,Jubilife City,86
Chansey,Pacifidlog Town,84
Hypno,New Bark Town,57
Nidoking,Survival Area,84
Hitmonlee,Seven Island,10
Exeggcute,Anistar City,99
Voltorb,Veilstone City,71
Rhyhorn,Goldenrod City,3
Kakuna,Mistralton City,55
Dodrio,Mistralton City,8
Kingler,Blackthorn City,20
Rattata,Survival Area,18
Wigglytuff,Snowpoint City,62
Tauros,Hearthome City,94
Arcanine,Mossdeep City,98
Nidoking,Oreburgh City,36
Gastly,Saffron City,26
Kabuto,Fallarbor Town,23
Cloyster,Fallarbor Town,89
Rapidash,Anville Town,99
Psyduck,Saffron City,91
Ditto,Lentimas Town,46
Rhydon,Lilycove City,99
Dragonair,Dewford Town,78
Seaking,Solaceon Town,47
Growlithe,Fight Area,2
Vulpix,Lentimas Town,93
Persian,Dewford Town,47
Dewgong,Accumula Town,96
Pidgeotto,Hearthome City,42
Electabuzz,Celadon City,24
Nidoran,Kiloude City,32
Cloyster,Pacifidlog Town,17
Seadra,Virbank City,14
Squirtle,White Forest,94
Lickitung,Vaniville Town,8
Marowak,Aspertia City,54
Snorlax,Accumula Town,81
Charmeleon,Cianwood City,27
Fearow,Resort Area,79
Ninetales,Frontier Access,68
Starmie,Pastoria City,71
Kangaskhan,Undella Town,55
Moltres,Driftveil City,96
Gloom,Floaroma Town,36
Geodude,Nacrene City,11
Pidgey,Lavender Town,21
Chansey,Goldenrod City,11
Chansey,Anville Town,74
Weepinbell,Three Island,86
Krabby,Six Island,95
Dugtrio,Littleroot Town,3
Drowzee,Solaceon Town,81
Golduck,Shalour City,17
Nidoqueen,Cherrygrove City,64
Krabby,Snowbelle City,36
Hitmonchan,Aspertia City,70
Magikarp,Nuvema Town,23
Dratini,Icirrus City,97
Poliwag,Dendemille Town,68
Nidorino,Sandgem Town,45
Flareon,Black City,17
Arcanine,Ever Grande City,35
Golem,Lilycove City,62
Ponyta,Violet City,70
Bellsprout,Driftveil City,88
Charmeleon,Cinnabar Island,87
Golem,Sootopolis City,28
Nidorina,Black City,71
Geodude,Floccesy Town,20
Ditto,Lentimas Town,26
Hitmonchan,Pallet Town,73
Caterpie,nil,7
Scyther,Kiloude City,87
Clefable,Oldale Town,33
Marowak,Survival Area,39
Nidoran,Cianwood City,15
Nidorina,Icirrus City,6
Charmeleon,Verdanturf Town,8
Moltres,Castelia City,46
Porygon,Castelia City,9
Pikachu,Dendemille Town,1
Victreebel,Two Island,38
Raichu,Geosenge Town,67
Primeape,Resort Area,42
Kingler,Anville Town,21
Zubat,Canalave City,42
Blastoise,Pallet Town,24
Aerodactyl,Petalburg City,61
Metapod,Ever Grande City,88
Dragonair,Rustboro City,73
Starmie,Opelucid City,3
Rapidash,Kiloude City,73
Ditto,Eterna City,31
Farfetch'd,Goldenrod City,25
Pidgey,Snowpoint City,15
Lapras,Cyllage City,67
Caterpie,Nimbasa City,81
Dugtrio,Sunyshore City,51
Geodude,Sootopolis City,2
Nidorina,Cerulean City,3
Krabby,Slateport City,90
Ninetales,Humilau City,13
Dratini,Oldale Town,81
Charmeleon,Pastoria City,98
Pidgeotto,Pallet Town,84
Scyther,Castelia City,29
Krabby,Accumula Town,66
Articuno,Pallet Town,42
Sandshrew,Black City,9
Tauros,Coumarine City,8
Tangela,Pallet Town,9
Dragonite,Celadon City,53
Hypno,Aquacorde Town,85
Seel,Icirrus City,24
Venusaur,Lentimas Town,87
Rapidash,Couriway Town,55
Pidgeot,Sandgem Town,65
Electrode,Undella Town,87
Seadra,Eterna City,55
Clefairy,White Forest,52
Chansey,Olivine City,36
Jigglypuff,Cerulean City,34
Shellder,Five Island,23
Exeggcute,Verdanturf Town,71
Weezing,Pallet Town,45
Onix,Rustboro City,61
Pikachu,Six Island,81
Haunter,Mauville City,36
Raticate,Fortree City,39
Weedle,Cyllage City,50
Paras,Camphrier Town,30
Hitmonlee,Aquacorde Town,34
Gastly,Pacifidlog Town,97
Squirtle,Jubilife City,98
Gyarados,White Forest,81
Poliwrath,Floaroma Town,52
Krabby,Lavender Town,32
Lapras,Cyllage City,70
Nidorino,Lilycove City,96
Growlithe,Snowbelle City,34
Pidgeotto,Nimbasa City,43
Arcanine,Nimbasa City,99
Vaporeon,Fight Area,51
Kadabra,Black City,38
Omanyte,Verdanturf Town,52
Muk,Cyllage City,55
Magnemite,Sunyshore City,92
Abra,Pewter City,73
Muk,Slateport City,64
Magneton,Santalune City,70
Nidoran,Floaroma Town,42
Weepinbell,Violet City,73
Tentacruel,Ecruteak City,51
Flareon,Fuchsia City,21
Dodrio,Mistralton City,3
Butterfree,Cianwood City,52
Seadra,Aquacorde Town,92
Parasect,Mauville City,83
Gastly,Oreburgh City,99
Kabutops,Ever Grande City,79
Paras,Sandgem Town,87
Horsea,Pacifidlog Town,6
Voltorb,Petalburg City,42
Ponyta,Anistar City,88
Kabutops,Eterna City,19
Golem,Dendemille Town,79
Onix,Survival Area,92
Charmander,Opelucid City,11
Ivysaur,Accumula Town,39
Dratini,Cianwood City,74
Chansey,Snowbelle City,29
Gastly,Lilycove City,10
Sandshrew,Hearthome City,48
Krabby,Dendemille Town,23
Kabuto,Survival Area,52
Farfetch'd,Ever Grande City,89
Mewtwo,Camphrier Town,63
Tangela,Floccesy Town,19
Magnemite,Fuchsia City,76
Dodrio,Lumiose City,3
Jolteon,Pallet Town,74
Clefable,Nimbasa City,22
Magnemite,Opelucid City,78
Machoke,One Island,76
Meowth,Black City,47
Golbat,Lilycove City,72
Lapras,Rustboro City,18
Vulpix,Lavaridge Town,77
Pidgeot,Fortree City,85
Clefable,Nuvema Town,28
Charmander,Oldale Town,80
Charmander,Eterna City,75
Koffing,Veilstone City,56
Psyduck,Shalour City,31
Doduo,Santalune City,77
Vaporeon,Geosenge Town,99
Voltorb,Survival Area,29
Zubat,Rustboro City,59
Gengar,Aspertia City,39
Arbok,Floccesy Town,59
Arbok,Sootopolis City,98
Rapidash,Azalea Town,94
Victreebel,Aquacorde Town,23
Lapras,Veilstone City,17
Electabuzz,Cerulean City,57
Abra,Cherrygrove City,10
Paras,Celestic Town,45
Koffing,Lavender Town,60
Exeggutor,Camphrier Town,20
Nidoking,Six Island,17
Oddish,Lavender Town,17
Vulpix,Three Island,50
Slowbro,Castelia City,6
Victreebel,Ever Grande City,3
Rapidash,Snowpoint City,16
Weezing,Oreburgh City,69
Venomoth,Eterna City,32
Tangela,Laverre City,45
